Symbol,PreClosePrice,OpenPrice,ClosePrice,HighPrice,LowPrice,PreAvgInterest,AvgPriceInterest,MovingAvgInterest3M,MovingAvgInterest6M,MovingAvgInterest12M
R01D,1.148,1.14,1.22,1.252,1.14,1.147,1.222,1.187,1.096,1.087
R01D,1.45,1.42,1.4,1.55,1.4,1.448,1.476,1.833,1.611,1.404
R01D,1.29,1.28,1.29,1.32,1.28,0,1.286,1.349,1.265,1.159
R01D,0.81,0.81,0.81,0.86,0.8,0.809,0.809,0.826,1.268,1.94
R01D,1.22,1.22,1.21,1.26,1.15,0,1.208,1.186,1.125,1.061
R01D,1.2,1.32,1.34,1.42,1.2,1.315,1.319,1.027,0.929,1.445
R01D,1.35,1.36,1.36,1.4,1.34,1.348,1.358,1.388,1.273,1.181
R01D,1.51,1.53,1.53,1.55,1.43,1.516,1.529,1.66,1.756,1.527
R01D,2.27,2.25,2.24,2.28,2.22,2.273,2.255,1.75,1.542,1.372
R01D,0.81,0.81,0.81,0.82,0.8,0.81,0.81,0.84,1.426,2.007
R01D,1.18,1.36,1.4,1.42,1.34,0,1.369,0.914,0.872,1.505
R01D,0.82,0.82,0.82,0.84,0.81,0.817,0.817,0.815,0.879,1.733
R01D,2.02,2,2.04,2.058,1.8,2.004,2.023,1.754,1.758,1.599
R01D,1.24,1.24,1.23,1.3,1.15,1.235,1.23,1.215,1.158,1.017
R01D,0.81,0.81,0.81,0.84,0.8,0,0.811,0.838,1.391,2.001
R01D,0.9,0.92,0.92,0.92,0.91,0.92,0.914,1.884,2.25,2.284
R01D,1.15,1.15,1.147,1.166,1.13,1.15,1.149,1.204,1.201,1.022
R01D,1.43,1.33,1.33,1.4,1.28,0,1.326,1.002,0.915,1.46
R01D,1.55,1.56,1.55,1.6,1.53,1.551,1.555,1.395,1.314,1.223
R01D,0.89,0.88,1.02,1.02,0.875,0.899,0.91,1.496,2.066,2.218
R01D,0.95,0.81,0.94,0.94,0.79,0.816,0.818,0.84,1.388,1.997
R01D,2.37,2.66,2.9,3.6,2.65,2.383,2.766,1.473,1.374,1.262
R01D,1.855,1.86,2.13,2.5,1.86,1.886,2.148,1.405,1.331,1.235
R01D,1.05,1.25,1.21,1.25,1.04,0,1.187,1.156,1.185,1.04
R01D,1.15,1.15,1.15,1.2,1.12,1.154,1.154,0.893,0.86,1.518
R01D,1.665,1.64,1.64,1.7,1.4,1.455,1.64,1.742,1.677,1.478
R01D,1.39,1.4,1.42,1.43,1.4,1.402,1.415,1.391,1.281,1.187
R01D,1.45,1.48,1.5,1.5,1.47,0,1.483,1.855,1.628,1.418
