Symbol,PreClosePrice,OpenPrice,ClosePrice,HighPrice,LowPrice,PreAvgInterest,AvgPriceInterest,MovingAvgInterest3M,MovingAvgInterest6M,MovingAvgInterest12M
R01D,2.02,2.1,2.14,2.15,2.1,0,2.133,1.794,1.778,1.631
R01D,1.43,1.417,1.43,1.43,1.41,1.438,1.418,1.291,1.31,1.302
R01D,1.49,1.45,1.47,1.6,1.45,0,1.474,1.855,1.631,1.458
R01D,1.32,1.4,1.37,1.4,1.3,1.301,1.352,1.329,1.272,1.149
R01D,1.182,1.15,1.43,1.43,1.15,1.197,1.394,1.332,1.332,1.332
R01D,1.2,1.195,1.2,1.2,1.195,0,1.196,1.187,1.077,1.049
R01D,1.39,1.5,1.51,1.701,1.5,0,1.513,1.397,1.291,1.203
R01D,1.67,1.099,1.1,1.1,1.099,0,1.099,1.262,1.262,1.262
R01D,1.152,1.22,1.22,1.22,1.22,1.151,1.22,1.182,1.044,1.114
R01D,1.5,1.48,1.49,1.5,1.47,1.495,1.482,1.869,1.655,1.459
R01D,1.47,1.48,1.49,1.5,1.48,0,1.492,1.868,1.648,1.459
R01D,1.23,1.31,1.34,1.5,1.3,1.217,1.327,1.169,1.196,1.046
R01D,1.36,1.5,1.49,1.52,1.36,1.374,1.497,0.927,0.878,1.503
R01D,1.5,1.52,1.5,1.55,1.48,1.498,1.501,1.862,1.641,1.458
R01D,1.22,1.19,1.21,1.23,1.18,1.196,1.196,1.205,1.148,1.038
R01D,0.9,0.8,0.8,0.8,0.8,0.93,0.8,1.514,1.957,2.248
R01D,0.82,0.83,0.82,0.9,0.81,0.83,0.823,0.818,0.844,1.674
R01D,1.34,1.31,1.32,1.4,1.3,1.322,1.314,1.356,1.288,1.171
R01D,1.5,1.5,1.49,1.52,1.48,1.503,1.495,0.953,0.89,1.493
R01D,2.04,2.01,2.03,2.07,1.8,0,2.021,1.752,1.768,1.61
R01D,1.64,1.6,1.62,4.52,1.55,0,1.618,1.652,1.755,1.52
R01D,1.45,1.47,1.47,1.47,1.47,0,1.47,1.818,1.623,1.334
R01D,1.47,1.15,1.15,1.36,1.14,1.181,1.167,1.232,1.112,1.127
R01D,0.82,0.82,0.817,0.83,0.81,0.818,0.818,0.877,1.614,2.068
R01D,1.22,1.2,1.19,1.29,1.19,0,1.211,1.335,1.311,1.311
R01D,1.67,1.64,1.64,1.65,1.62,1.67,1.639,1.633,1.727,1.498
R01D,0.82,0.82,0.82,0.82,0.82,0,0.82,0.926,1.656,2.104
R01D,1.52,1.48,1.46,1.5,1.41,1.518,1.464,1.833,1.606,1.407
