Symbol,PreClosePrice,OpenPrice,ClosePrice,HighPrice,LowPrice,PreAvgInterest,AvgPriceInterest,MovingAvgInterest3M,MovingAvgInterest6M,MovingAvgInterest12M
R01D,1.71,1.6,1.64,1.7,1.5,1.696,1.65,1.834,1.612,1.42
R01D,0.88,0.84,0.82,0.87,0.8,0,0.837,1.727,2.196,2.27
R01D,1.5,1.6,1.65,1.66,1.6,1.523,1.643,1.779,1.689,1.507
R01D,1.47,1.48,1.48,1.49,1.462,0,1.478,1.852,1.625,1.419
R01D,1.48,1.4,1.44,1.84,1.4,0,1.446,1.288,1.262,1.117
R01D,1.14,1.1,1.1,1.19,1.02,1.141,1.1,1.221,1.229,1.046
R01D,1.3,1.3,1.3,1.3,1.3,0,1.3,1.33,1.228,1.135
R01D,0.816,0.81,0.81,0.84,0.8,0,0.817,0.847,1.491,2.026
R01D,1.28,1.225,1.23,1.28,1.21,1.247,1.241,1.197,1.117,1.078
R01D,2.02,1.99,2.12,2.2,1.99,2.012,2.112,1.738,1.774,1.6
R01D,0.82,0.8,0.82,0.91,0.8,0.831,0.828,1.001,1.763,2.121
R01D,1.93,1.91,1.89,1.92,1.89,1.915,1.9,1.713,1.78,1.554
R01D,1.32,1.3,1.32,1.45,1.3,1.306,1.311,1.396,1.286,1.19
R01D,1.54,1.099,1.099,1.099,1.099,0,1.099,1.271,1.271,1.271
R01D,1.6,1.6,1.6,1.63,1.596,1.502,1.601,1.762,1.671,1.474
R01D,1.54,1.54,1.5,1.55,1.46,1.534,1.529,1.659,1.761,1.527
R01D,1.6,1.63,1.66,1.7,1.63,1.595,1.658,1.667,1.764,1.534
R01D,1.4,1.33,2.14,2.14,1.3,0,1.365,1.015,0.925,1.469
R01D,0.81,0.81,0.81,1.05,0.805,0,0.821,0.852,1.501,2.036
R01D,4.75,5.1,3.85,5.2,3.85,4.75,4.263,2.078,1.886,1.72
R01D,0.81,0.81,0.806,0.91,0.8,0.822,0.822,0.936,1.699,2.102
R01D,1.43,1.38,1.38,1.4,1.35,0,1.382,1.283,1.259,1.114
R01D,0.85,0.84,0.84,0.84,0.84,0.85,0.84,1.266,1.802,2.181
R01D,1.61,1.6,1.58,1.602,1.5,0,1.589,1.636,1.741,1.504
R01D,2.2,2.5,2.58,2.58,2.5,2.332,2.576,1.856,1.661,1.492
R01D,0.965,0.96,0.964,1.3,0.96,0.987,0.988,0.839,0.845,1.618
R01D,0.85,0.82,0.82,0.82,0.82,0.85,0.82,0.827,1.283,1.955
R01D,4.52,4.6,4.62,4.65,4.58,4.516,4.618,1.967,1.842,1.686
R01D,0.88,0.93,0.91,1.1,0.88,0,0.925,1.402,2.027,2.22
