Symbol,PreClosePrice,OpenPrice,ClosePrice,HighPrice,LowPrice,PreAvgInterest,AvgPriceInterest,MovingAvgInterest3M,MovingAvgInterest6M,MovingAvgInterest12M
R01D,1.57,1.548,1.57,1.65,1.52,1.561,1.563,1.397,1.324,1.237
R01D,1.2,1.27,1.27,1.27,1.27,0,1.27,1.328,1.317,1.317
R01D,1.57,1.54,1.54,1.58,1.48,0,1.534,1.661,1.764,1.527
R01D,1.36,1.34,1.35,1.41,1.33,1.345,1.341,1.324,1.29,1.146
R01D,2.9,2,1.6,2,1.55,0,1.885,1.259,1.237,1.101
R01D,1.48,1,1.1,1.15,1,1.05,1.012,1.115,0.978,1.348
R01D,0.8,0.81,0.81,0.91,0.805,0.814,0.815,0.848,1.456,2.023
R01D,1.22,1.2,1.19,1.3,1.17,1.214,1.2,1.253,1.199,1.031
R01D,1.3,1.21,1.21,1.21,1.21,1.205,1.21,1.182,1.183,1.032
R01D,1.08,1.05,1.06,1.1,1.02,1.065,1.048,1.206,1.229,1.047
R01D,1.06,0.96,1.1,1.35,0.96,0,1.026,0.847,0.847,1.596
R01D,1.1,1.09,1.08,1.09,1.05,0,1.069,1.253,1.277,1.277
R01D,1.14,1.1,1.1,2.56,1.09,1.12,1.117,1.098,0.97,1.395
R01D,2.08,2.31,3,3.1,2.1,2.068,2.36,1.833,1.636,1.444
R01D,1.37,1.38,1.38,1.38,1.38,0,1.38,1.208,1.196,1.056
R01D,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.818,0.874,1.7
R01D,1.98,1.85,1.85,1.98,1.82,1.98,1.849,1.79,1.662,1.465
R01D,1.31,1.3,1.32,1.37,1.3,0,1.308,1.385,1.285,1.187
R01D,0.81,0.81,0.8,0.91,0.8,0.821,0.814,0.85,1.478,2.029
R01D,1.32,1.4,1.37,3,1.3,1.308,1.372,1.345,1.287,1.164
R01D,2.2,2.22,2.25,2.32,1.8,0,2.232,1.636,1.483,1.352
R01D,1.39,1.37,1.39,1.39,1.367,1.382,1.379,1.304,1.312,1.305
R01D,1.21,1.19,1.22,1.29,1.188,1.238,1.21,1.225,1.167,1.045
R01D,0.82,0.82,0.82,0.85,0.8,0.821,0.82,0.817,0.936,1.782
R01D,1.34,1.306,1.32,1.32,1.306,1.336,1.32,1.356,1.311,1.309
R01D,0.81,0.82,0.82,0.83,0.81,0.818,0.817,0.865,1.578,2.057
R01D,1.36,1.41,1.4,1.45,1.4,0,1.405,1.393,1.284,1.191
R01D,0.94,0.83,0.83,0.87,0.818,0.827,0.83,1.328,1.981,2.204
R01D,1.31,1.31,1.3,1.35,1.29,1.317,1.307,1.341,1.273,1.156
