Symbol,PreClosePrice,OpenPrice,ClosePrice,HighPrice,LowPrice,PreAvgInterest,AvgPriceInterest,MovingAvgInterest3M,MovingAvgInterest6M,MovingAvgInterest12M
R01D,1.32,1.318,1.31,1.5,1.28,0,1.315,1.038,0.93,1.426
R01D,1.9,1.92,1.94,2,1.91,0,1.935,1.726,1.774,1.562
R01D,0.82,0.81,0.81,0.815,0.8,0,0.81,0.946,1.707,2.099
R01D,1.038,1.1,1.08,1.2,1,1.034,1.082,1.178,1.202,1.032
R01D,1.5,1.5,1.52,1.6,1.47,1.479,1.501,1.843,1.621,1.416
R01D,0.83,0.83,0.83,1.1,0.8,0.837,0.829,1.702,2.174,2.255
R01D,1.15,1.15,1.14,1.15,1.13,1.148,1.144,1.204,1.091,1.113
R01D,0.82,0.83,0.82,0.88,0.81,0.817,0.818,0.815,0.873,1.723
R01D,1.67,1.55,1.65,2.2,1.55,1.456,1.652,1.742,1.68,1.479
R01D,1.99,2.1,2,2.5,2,1.995,2.099,1.719,1.757,1.582
R01D,2.134,2.03,1.98,2.13,1.8,2.131,1.97,1.811,1.584,1.392
R01D,2.24,2.3,2.3,2.6,2.3,2.239,2.309,1.674,1.499,1.346
R01D,0.81,0.81,0.8,0.85,0.8,0.807,0.807,0.828,1.326,1.963
R01D,0.84,0.83,0.83,0.926,0.8,0.837,0.83,1.702,2.172,2.254
R01D,0.82,0.82,0.815,0.84,0.8,0,0.819,1.591,2.122,2.24
R01D,1.54,1.55,1.56,1.78,1.45,1.55,1.548,1.388,1.307,1.217
R01D,1.34,1.31,1.33,1.33,1.29,0,1.309,1.319,1.266,1.14
R01D,1.42,1.47,1.42,1.5,1.42,1.466,1.469,1.841,1.633,1.409
R01D,1.48,1.48,1.48,1.5,1.35,1.478,1.476,1.846,1.634,1.407
R01D,1.82,1.97,2.02,2.1,1.818,0,1.967,1.689,1.774,1.543
R01D,1.29,1.3,1.3,1.32,1.27,1.286,1.292,1.354,1.266,1.159
R01D,1.5,1.45,1.45,1.5,1.4,0,1.446,0.966,0.897,1.484
R01D,2.24,2.24,2.24,2.38,2,2.244,2.239,1.654,1.487,1.339
R01D,2.2,2.5,2.2,2.52,2.2,1.509,2.494,1.218,1.2,1.067
R01D,0.83,0.82,0.82,0.83,0.78,0.823,0.819,1.352,1.991,2.202
R01D,1.37,1,1.01,1.37,0.8,1.008,1.026,1.096,0.963,1.354
R01D,1.28,1.3,1.3,1.35,1.26,1.273,1.301,1.173,1.004,1.241
R01D,1.53,1.54,1.53,1.56,1.48,1.525,1.531,1.658,1.758,1.524
